YearMonth,sector,avg_return,volatility,avg_adj_close,avg_volume,avg_range_pct,sector_growth_yoy
1980-04,Aerospace & Defense,0.0011502173577723,0.0281866460705146,1.607303626196725,951078.0380952382,-60.28966131681312,-3.408008516562111
1980-05,Aerospace & Defense,0.0001381959608615,0.0224351251459662,1.5808331137611753,914449.4,-59.84392626344707,-1.6468893620420366
1980-06,Aerospace & Defense,-0.0014909068797063,0.0189893036547883,1.644353150753748,929177.2095238096,-59.72271358468571,4.0181367937975
1980-07,Aerospace & Defense,0.0056245003488451,0.0201806793770206,1.767758139696988,1114739.7272727273,-59.307403924695855,7.504774074028631
1980-08,Aerospace & Defense,0.0002997960801409,0.0197030646001479,1.8324486618950253,1169764.6,-59.28003257319235,3.659466798389377
1980-09,Aerospace & Defense,0.0005259594492728,0.0202479166894092,1.822977638244629,951946.723809524,-59.26058101516287,-0.5168506953205365
1980-10,Aerospace & Defense,-0.0021507636540261,0.0200812588826649,1.77321268890215,1460582.5652173914,-58.956306293871286,-2.729871628617364
1980-11,Aerospace & Defense,0.0086185827723115,0.0284916943646554,1.9203772783279416,2041115.6444444444,-58.959686877032894,8.299319666886994
1980-12,Aerospace & Defense,0.001499668914557,0.0238052816760549,1.915922136740251,1104781.518181818,-58.71085373728536,-0.2319930379289791
1981-01,Aerospace & Defense,-0.0042974560028186,0.0206145339323387,1.9822821435474212,1056310.2857142857,-58.69712797309211,3.463606664103547
1981-02,Aerospace & Defense,-0.0009961447471083,0.0189696509137848,1.8623484900123195,999218.905263158,-58.47518928444947,-6.050281687977721
1981-03,Aerospace & Defense,0.0018701490092175,0.0239278330543389,1.9218663892962715,1170150.518181818,-58.035858099780434,3.195851882885692
1981-04,Aerospace & Defense,0.0019472378897256,0.018594714045226,1.9767830581892103,938886.1238095238,-56.96750604834252,2.857465492856015
1981-05,Aerospace & Defense,0.0013424286127786,0.0196150681003863,1.995286999940872,1179034.72,-56.55578116963993,0.9360633517676796
1981-06,Aerospace & Defense,-0.0017073417127488,0.0194830696031028,2.018066302212802,986037.1909090908,-56.80161178287278,1.1416554246383992
