YearMonth,sector,avg_return,volatility,avg_adj_close,avg_volume,avg_range_pct,sector_growth_yoy
1980-04,Aerospace & Defense,0.0040684163879504,0.0257956723816795,1.904621870744796,504637.6285714286,-48.85415803380248,-4.4079583760258
1980-05,Aerospace & Defense,0.0012249121124762,0.0182567496677036,1.9923979827335905,472891.26666666666,-47.04334706567055,4.608584692691253
1980-06,Aerospace & Defense,-0.0015682825772828,0.0176468508719247,2.0722160691306706,547044.619047619,-47.00192659620435,4.006131660882795
1980-07,Aerospace & Defense,0.0063954143674476,0.0229518444310981,2.2798014120622114,625793.2909090909,-46.08638708268322,10.017552996711698
1980-08,Aerospace & Defense,0.0007987613221096,0.0188270830816495,2.389595557394482,615668.6952380952,-46.06326849747824,4.815952159313541
1980-09,Aerospace & Defense,1.9399435347568943e-05,0.0205054950040382,2.4583120084944223,553651.9809523809,-44.783493135484754,2.875651943999502
1980-10,Aerospace & Defense,-0.0014344404802224,0.023648606110784,2.3636025594628376,755775.9391304348,-44.80214719181081,-3.852621176820792
1980-11,Aerospace & Defense,0.0103540024581566,0.0286278812192942,2.6586829715304905,1249018.411111111,-44.369791037546506,12.48434982803175
1980-12,Aerospace & Defense,-0.0021448302536288,0.025563299588158,2.545712274854833,678329.4818181818,-45.10132428653201,-4.249122512362746
1981-01,Aerospace & Defense,-0.0032841239965782,0.0200422030202411,2.4702040853954497,632467.3047619048,-46.45208069813438,-2.9660928379539486
1981-02,Aerospace & Defense,0.0032289273121628,0.0262887609053949,2.53977123875367,530606.7052631578,-44.22508738767392,2.8162512469929624
1981-03,Aerospace & Defense,0.0026931108588594,0.0237946879982878,2.71516442082145,693358.7090909091,-42.65193019652368,6.905865354780905
1981-04,Aerospace & Defense,0.0005118368489439,0.022924699211939,2.805472401777904,632152.6666666666,-41.34235335260072,3.3260593820366724
1981-05,Aerospace & Defense,0.0014806131797594,0.0226415338792152,2.6614164125919344,849439.07,-43.166369217128455,-5.134821112290277
1981-06,Aerospace & Defense,-0.000534155598753,0.0245791446532071,2.825426842949607,648370.6454545455,-42.84147953395063,6.162524195074925
1981-07,Aerospace & Defense,0.0001125923457402,0.0240651965675311,2.619228941202164,535572.8090909091,-42.04013603471019,-7.297938088964385
1981-08,Aerospace & Defense,-0.0040011743943565,0.021426663085283,2.678979197570256,515096.3904761905,-40.545980804573226,2.2812154916350247
1981-09,Aerospace & Defense,-0.004029277399776,0.0290587533854506,2.489375716731662,611917.1904761905,-39.38948325624881,-7.077452524101635
1981-10,Aerospace & Defense,0.0057314207935675,0.0215329209018264,2.4669182007963006,535796.5454545454,-41.03611340654897,-0.9021344501924378
1981-11,Aerospace & Defense,0.0015479879916158,0.0235664657937501,2.720721338391304,505385.93,-39.359153559958415,10.288267260466032
1981-12,Aerospace & Defense,0.0017361342854012,0.0249630382234442,2.83474613095189,725816.8378378379,-42.366288965372014,4.190976523454126
1982-01,Aerospace & Defense,0.0005846032286712,0.0221583746343407,2.419590825835864,589069.7583333333,-51.39454248130936,-14.645237560536684
1982-03,Aerospace & Defense,0.0008469462044652,0.023680045734101,2.3070969430432804,646695.5942028986,-52.43999168440234,-3.479593718107365
1982-04,Aerospace & Defense,0.0049459013286805,0.0181784205390303,2.578806368604539,733750.1746031746,-51.60795880060605,11.777113501041182
1982-05,Aerospace & Defense,-0.001257982545879,0.0159455434610354,2.712207791209221,658588.7,-50.86333085235484,5.172991048446529
1982-06,Aerospace & Defense,0.0009134685115344,0.0193785616378521,2.631326361136003,661095.4545454546,-50.90602206330838,-2.982125128294744
1982-07,Aerospace & Defense,0.002984850314531,0.0213064012986771,2.6846032596769787,809407.1507936508,-52.27486669033229,2.0247164824501285
1982-08,Aerospace & Defense,0.0051139361394558,0.0285438848887539,2.741921498468428,1174247.378787879,-51.79826951143471,2.135072979027308
1982-09,Aerospace & Defense,0.0018809785125567,0.0195297918534574,3.204594187320225,1007619.2142857144,-51.461179506067225,16.874031189814698
1982-10,Aerospace & Defense,0.0057192844133468,0.0249510190856132,3.448592131100004,1168949.134920635,-51.672963258516624,7.614004442285327
1982-11,Aerospace & Defense,-0.0013194486534586,0.0229045428544025,3.4909024598106506,1089614.103174603,-52.07827693740339,1.2268870049631175
1982-12,Aerospace & Defense,0.0023473783487551,0.0212593219240586,3.527475579218431,813141.3712121212,-53.14239834584631,1.04766947311854
1983-04,Aerospace & Defense,0.0053599837650676,0.0208603704524339,4.434919610619545,834420.2833333333,-52.02365142881805,7.027549409370182
